"direction","distance_threshold_m","predictor","slope","p_value","r_squared","adj_r_squared","AIC","sample_size","conf_low","conf_high","status","effect_interpretation"
"NE",210,"n_neighbours",0.00473457882442567,0.0514776843482538,0.00555784200245623,0.00409757451640991,1088.89208448674,683,-0.0000304452719082386,0.00949960292075957,"OK","more nearby plots are associated with higher DGR"
"NE",220,"n_neighbours",0.00482673260931346,0.0377188258305927,0.00632474003251128,0.00486559868160452,1088.36516250942,683,0.000274743400645107,0.00937872181798182,"OK","more nearby plots are associated with higher DGR"
"NE",230,"n_neighbours",0.00418946920172483,0.0594812007953405,0.00520578449521056,0.00374500003778799,1089.13384085432,683,-0.000167952774293234,0.0085468911777429,"OK","more nearby plots are associated with higher DGR"
"NE",240,"n_neighbours",0.00326070521486831,0.126826766550492,0.00341944603632342,0.00195603846809478,1090.35919482925,683,-0.000927586759326699,0.00744899718906333,"OK","more nearby plots are associated with higher DGR"
"NE",250,"n_neighbours",0.0027263387521496,0.180712421491322,0.00262953406779735,0.00116496657009946,1090.90034142447,683,-0.0012686517583147,0.0067213292626139,"OK","more nearby plots are associated with higher DGR"
"NE",260,"n_neighbours",0.0021657455964124,0.259539515532023,0.00186631074547452,0.000400622508683668,1091.42279741957,683,-0.00160265360663867,0.00593414479946347,"OK","more nearby plots are associated with higher DGR"
"NE",270,"n_neighbours",0.00177573102376727,0.328278321399559,0.00140338937464251,-0.0000629786292127843,1091.73949046716,683,-0.00178820761864634,0.00533966966618088,"OK","more nearby plots are associated with higher DGR"
"NE",280,"n_neighbours",0.00140263895615234,0.410556059496416,0.000994640449500258,-0.000472327773040959,1092.01900112438,683,-0.00194195831921263,0.00474723623151731,"OK","more nearby plots are associated with higher DGR"
"NE",290,"n_neighbours",0.00123865059165352,0.441204654995563,0.00087125447556632,-0.00059589493049006,1092.10335244003,683,-0.0019173284818217,0.00439462966512873,"OK","more nearby plots are associated with higher DGR"
"NE",300,"n_neighbours",0.00132201289311481,0.389269179388868,0.00108864051407763,-0.00037818967606329,1091.95473213504,683,-0.00169102091464524,0.00433504670087485,"OK","more nearby plots are associated with higher DGR"
"NE",310,"n_neighbours",0.00143560993603541,0.327620491610727,0.00140720900003258,-0.0000591533949747536,1091.73687799171,683,-0.00144177821655997,0.00431299808863078,"OK","more nearby plots are associated with higher DGR"
"NE",320,"n_neighbours",0.00147952878031764,0.29608885082753,0.00160301463681092,0.000136939768436206,1091.60294115144,683,-0.00129860649288637,0.00425766405352165,"OK","more nearby plots are associated with higher DGR"
"NE",330,"n_neighbours",0.00158263309097369,0.248449107668723,0.00195547420373411,0.000489916897131626,1091.36178218399,683,-0.00110751531613407,0.00427278149808145,"OK","more nearby plots are associated with higher DGR"
"NE",340,"n_neighbours",0.00142185937156742,0.284384012916965,0.00168266622914686,0.000216708323462766,1091.54844959291,683,-0.00118392842475808,0.00402764716789292,"OK","more nearby plots are associated with higher DGR"
"NE",350,"n_neighbours",0.00129596201214738,0.315565939306394,0.00147904555114817,0.0000127886430001389,1091.68774271883,683,-0.00123757453047912,0.00382949855477388,"OK","more nearby plots are associated with higher DGR"
"NE",360,"n_neighbours",0.00122722383373638,0.328775899998417,0.0014005069642519,-0.0000658652722176356,1091.74146191733,683,-0.00123838342366147,0.00369283109113423,"OK","more nearby plots are associated with higher DGR"
"NE",370,"n_neighbours",0.00115704200164782,0.344993922506472,0.001309626849008,-0.00015687883843829,1091.80361726073,683,-0.00124697677627515,0.0035610607795708,"OK","more nearby plots are associated with higher DGR"
"NE",380,"n_neighbours",0.000900858938075842,0.451761163789604,0.000831732090599893,-0.00063547535126407,1092.13036923358,683,-0.0014484031150184,0.00325012099117009,"OK","more nearby plots are associated with higher DGR"
"NE",390,"n_neighbours",0.000758010975881681,0.515037350709318,0.000622611823532057,-0.000844902696550909,1092.27330231344,683,-0.00152694931013454,0.0030429712618979,"OK","more nearby plots are associated with higher DGR"
"NE",400,"n_neighbours",0.000600568863603965,0.592541824660787,0.000420766873969493,-0.00104704404104661,1092.41123437214,683,-0.00160183894717844,0.00280297667438637,"OK","more nearby plots are associated with higher DGR"
"NE",410,"n_neighbours",0.000626920036626446,0.561946269604145,0.000494140115194336,-0.000973563056442694,1092.36109751308,683,-0.00149450090144456,0.00274834097469745,"OK","more nearby plots are associated with higher DGR"
"NE",420,"n_neighbours",0.000731326212138971,0.483011540409504,0.00072281870071122,-0.000744548672709122,1092.20481494377,683,-0.00131458376003806,0.002777236184316,"OK","more nearby plots are associated with higher DGR"
"NE",430,"n_neighbours",0.000850051504790142,0.397139524354376,0.0010530381249948,-0.000413844344718806,1091.97907463369,683,-0.00111983630470218,0.00281993931428246,"OK","more nearby plots are associated with higher DGR"
"NE",440,"n_neighbours",0.00100762391216743,0.301044422862729,0.00157049437114122,0.000104371749072407,1091.62518779286,683,-0.000903927843053984,0.00291917566738884,"OK","more nearby plots are associated with higher DGR"
"NE",450,"n_neighbours",0.00115381905864361,0.223881447700243,0.00217150542045965,0.000706265340313483,1091.2139277663,683,-0.000707120571850016,0.00301475868913724,"OK","more nearby plots are associated with higher DGR"
"NE",460,"n_neighbours",0.0012274710679307,0.182974832158002,0.00260247711257418,0.0011378698836646,1090.91886979521,683,-0.000580531454462705,0.0030354735903241,"OK","more nearby plots are associated with higher DGR"
"NE",470,"n_neighbours",0.00127401491200088,0.156928781978695,0.00293993635075866,0.00147582465670681,1090.68774463774,683,-0.000491263834111191,0.00303929365811296,"OK","more nearby plots are associated with higher DGR"
"NE",480,"n_neighbours",0.00130570343078164,0.137619419553144,0.00323410749220572,0.00177042776752467,1090.48620358502,683,-0.000418986345008056,0.00303039320657133,"OK","more nearby plots are associated with higher DGR"
"NE",490,"n_neighbours",0.00122211816550291,0.153446834467028,0.0029898582665899,0.00152581987931621,1090.65354657548,683,-0.000457013575640963,0.00290124990664679,"OK","more nearby plots are associated with higher DGR"
"NE",500,"n_neighbours",0.00118835147839573,0.156376791696555,0.00294776623186387,0.00148366603543493,1090.68238103931,683,-0.000456037021561457,0.00283273997835291,"OK","more nearby plots are associated with higher DGR"
"NE",10,"nearest_distance_m",NA,NA,NA,NA,NA,0,NA,NA,"Skipped: sample size < 10",NA
"NE",20,"nearest_distance_m",0.0122632278178296,0.540322178808079,0.000690899998824927,-0.00114944825163787,846.686143676155,545,-0.0270523259286452,0.0515787815643044,"OK","more spacing to the nearest plot is associated with higher DGR"
"NE",30,"nearest_distance_m",0.0100637375324398,0.594533752852808,0.000517344306002357,-0.00130652915329343,854.438260667346,550,-0.02705345804729,0.0471809331121697,"OK","more spacing to the nearest plot is associated with higher DGR"
"NE",40,"nearest_distance_m",-0.00834132367803722,0.433950143908344,0.0011094978137075,-0.000700086429383573,862.335870138702,554,-0.0292661819212976,0.0125835345652232,"OK","closer nearest plots are associated with higher DGR"
"NE",50,"nearest_distance_m",-0.00670606754647379,0.0661609348305558,0.00589976726856683,0.0041587861254293,885.843203861361,573,-0.0138611910944955,0.000449056001547913,"OK","closer nearest plots are associated with higher DGR"
"NE",60,"nearest_distance_m",-0.00487960666021463,0.0147392456708288,0.0097103255208993,0.00808689982503197,944.443532376273,612,-0.00879788041270494,-0.00096133290772431,"OK","closer nearest plots are associated with higher DGR"
"NE",70,"nearest_distance_m",-0.00507257860896057,0.00262465239825717,0.014435496234873,0.0128535307392628,958.936376298517,625,-0.00837022482494204,-0.00177493239297909,"OK","closer nearest plots are associated with higher DGR"
"NE",80,"nearest_distance_m",-0.00439850339105139,0.00370843660503986,0.013267776634266,0.0117040171677593,970.577936092266,633,-0.00736383143348765,-0.00143317534861514,"OK","closer nearest plots are associated with higher DGR"
"NE",90,"nearest_distance_m",-0.00324298540961542,0.0173976598007447,0.00883260868607842,0.00727905478119772,982.997356453064,640,-0.00591375498088318,-0.000572215838347671,"OK","closer nearest plots are associated with higher DGR"
"NE",100,"nearest_distance_m",-0.00254063257368584,0.0441455943244278,0.00628519465175461,0.00473975949569194,994.023726505086,645,-0.00501448749819337,-0.0000667776491783175,"OK","closer nearest plots are associated with higher DGR"
"NE",110,"nearest_distance_m",-0.00235719791474573,0.0385229282783466,0.00658084053113351,0.00505014845182861,1000.68911721764,651,-0.00458952613084424,-0.000124869698647218,"OK","closer nearest plots are associated with higher DGR"
"NE",120,"nearest_distance_m",-0.00208782476810237,0.042105523686157,0.00629174238593131,0.00477463054224569,1011.85966977459,657,-0.00410094035964298,-0.0000747091765617505,"OK","closer nearest plots are associated with higher DGR"
"NE",130,"nearest_distance_m",-0.00220167923836302,0.0211617154541024,0.00803650916838248,0.00653125349185502,1015.50040582781,661,-0.00407267117407584,-0.000330687302650191,"OK","closer nearest plots are associated with higher DGR"
"NE",140,"nearest_distance_m",-0.00175628864109254,0.0417404482825709,0.00621939763799109,0.00472499071714583,1037.28787993416,667,-0.00344671170588526,-0.0000658655762998189,"OK","closer nearest plots are associated with higher DGR"
"NE",150,"nearest_distance_m",-0.00199611205113524,0.014700493268024,0.00887722797829998,0.00739351125371657,1041.72102589815,670,-0.00359846216005774,-0.000393761942212745,"OK","closer nearest plots are associated with higher DGR"
"NE",160,"nearest_distance_m",-0.00178485345832382,0.0236211463478087,0.00762164067823935,0.00614047894790826,1045.02541946288,672,-0.00332979804249897,-0.000239908874148668,"OK","closer nearest plots are associated with higher DGR"
"NE",170,"nearest_distance_m",-0.0020714960793215,0.00741915523602686,0.010634432080138,0.00915996774642724,1048.73261612924,673,-0.00358602044406297,-0.000556971714580033,"OK","closer nearest plots are associated with higher DGR"
"NE",180,"nearest_distance_m",-0.0020714960793215,0.00741915523602686,0.010634432080138,0.00915996774642724,1048.73261612924,673,-0.00358602044406297,-0.000556971714580033,"OK","closer nearest plots are associated with higher DGR"
"NE",190,"nearest_distance_m",-0.0020714960793215,0.00741915523602686,0.010634432080138,0.00915996774642724,1048.73261612924,673,-0.00358602044406297,-0.000556971714580033,"OK","closer nearest plots are associated with higher DGR"
"NE",200,"nearest_distance_m",-0.0020714960793215,0.00741915523602686,0.010634432080138,0.00915996774642724,1048.73261612924,673,-0.00358602044406297,-0.000556971714580033,"OK","closer nearest plots are associated with higher DGR"
"NE",210,"nearest_distance_m",-0.00225964181496897,0.00257217359818187,0.0134434737349092,0.0119753836660622,1050.23332011243,674,-0.00372583500397277,-0.000793448625965166,"OK","closer nearest plots are associated with higher DGR"
"NE",220,"nearest_distance_m",-0.00237337277902074,0.00103717414605713,0.0158726591611921,0.0144103599920408,1051.12240538055,675,-0.00378782753408432,-0.000958918023957164,"OK","closer nearest plots are associated with higher DGR"
"NE",230,"nearest_distance_m",-0.00288689948015209,0.0000410746423217255,0.0246662553959664,0.0232191726888387,1059.25231158032,676,-0.00425985161913097,-0.00151394734117321,"OK","closer nearest plots are associated with higher DGR"
"NE",240,"nearest_distance_m",-0.00268848057824448,0.0000765589438380919,0.0229228063941704,0.0214752846258656,1061.01974526939,677,-0.00401499835827345,-0.00136196279821551,"OK","closer nearest plots are associated with higher DGR"
"NE",250,"nearest_distance_m",-0.00268848057824448,0.0000765589438380919,0.0229228063941704,0.0214752846258656,1061.01974526939,677,-0.00401499835827345,-0.00136196279821551,"OK","closer nearest plots are associated with higher DGR"
"NE",260,"nearest_distance_m",-0.00257811608103148,0.0000771804742901124,0.0228671457384199,0.0214216829362578,1061.9183715385,678,-0.00385081685249071,-0.00130541530957224,"OK","closer nearest plots are associated with higher DGR"
"NE",270,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",280,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",290,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",300,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",310,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",320,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",330,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",340,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",350,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",360,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",370,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",380,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",390,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",400,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",410,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",420,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",430,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",440,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",450,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",460,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",470,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",480,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",490,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",500,"nearest_distance_m",-0.00245224318382818,0.0000899027003815077,0.0224170672348389,0.0209730747196761,1062.96462595116,679,-0.0036742730462249,-0.00123021332143146,"OK","closer nearest plots are associated with higher DGR"
"NE",10,"neighbour_density_per_ha",NA,NA,NA,NA,NA,683,NA,NA,"Skipped: predictor has insufficient variation",NA
"NE",20,"neighbour_density_per_ha",0.00642438989955092,0.0000584249157779826,0.0234574609155611,0.0220234777450994,1076.48633029785,683,0.0033056148046036,0.00954316499449824,"OK","more nearby plots are associated with higher DGR"
"NE",30,"neighbour_density_per_ha",0.0108069851549878,0.000731694195805969,0.01662288507825,0.0151788658199213,1081.2498257902,683,0.00455297637367289,0.0170609939363026,"OK","more nearby plots are associated with higher DGR"
"NE",40,"neighbour_density_per_ha",0.0187684566291481,0.00000000629178370779588,0.0483751576141336,0.0469777643066653,1058.83253685206,683,0.0125052414232694,0.0250316718350267,"OK","more nearby plots are associated with higher DGR"
"NE",50,"neighbour_density_per_ha",0.0220329654669326,0.00000000759614093433792,0.0478625820941656,0.0464644361060513,1059.20032341438,683,0.0146390957742964,0.0294268351595688,"OK","more nearby plots are associated with higher DGR"
"NE",60,"neighbour_density_per_ha",0.0217652314893062,0.000000250627877390374,0.038330503856889,0.0369183606907465,1066.00400170003,683,0.0135626409798838,0.0299678219987287,"OK","more nearby plots are associated with higher DGR"
"NE",70,"neighbour_density_per_ha",0.0213185195312399,0.000000438925168745309,0.0368003794090306,0.0353859893641099,1067.0898679638,683,0.0131124322959816,0.0295246067664981,"OK","more nearby plots are associated with higher DGR"
"NE",80,"neighbour_density_per_ha",0.0205917894748888,0.000022044419690944,0.0261100115469196,0.0246799234581485,1074.62859549024,683,0.0111295792517036,0.0300539996980741,"OK","more nearby plots are associated with higher DGR"
"NE",90,"neighbour_density_per_ha",0.0240494359598543,0.000014389979504496,0.0272724698245955,0.0258440887230164,1073.81286349314,683,0.0132429287300352,0.0348559431896733,"OK","more nearby plots are associated with higher DGR"
"NE",100,"neighbour_density_per_ha",0.0241246284439176,0.0000906542888868591,0.0222641811668321,0.0208284457500434,1077.32040817255,683,0.012096027507791,0.0361532293800441,"OK","more nearby plots are associated with higher DGR"
"NE",110,"neighbour_density_per_ha",0.0210083804802032,0.00194593520027559,0.0140079961557105,0.0125601371192284,1083.06357433194,683,0.00774701182671398,0.0342697491336923,"OK","more nearby plots are associated with higher DGR"
"NE",120,"neighbour_density_per_ha",0.0136041935115638,0.0467900644075591,0.00579200648648759,0.00433208285430919,1088.73123734808,683,0.000193723762844825,0.0270146632602829,"OK","more nearby plots are associated with higher DGR"
"NE",130,"neighbour_density_per_ha",0.00794071227875912,0.250612306634351,0.00193770380357734,0.00047212040240785,1091.37394303948,683,-0.00561872521822296,0.0215001497757412,"OK","more nearby plots are associated with higher DGR"
"NE",140,"neighbour_density_per_ha",0.00653650418970096,0.338904298380256,0.00134306706497769,-0.000123389517893147,1091.78074725967,683,-0.00687421100032993,0.0199472193797318,"OK","more nearby plots are associated with higher DGR"
"NE",150,"neighbour_density_per_ha",0.00538821397468656,0.441879951669846,0.000868682608030746,-0.000598470574630028,1092.10511055506,683,-0.00836083443359518,0.0191372623829683,"OK","more nearby plots are associated with higher DGR"
"NE",160,"neighbour_density_per_ha",0.00650280518377548,0.359386978442609,0.00123367476631222,-0.00023294245135852,1091.85555858447,683,-0.00741848327202053,0.0204240936395715,"OK","more nearby plots are associated with higher DGR"
"NE",170,"neighbour_density_per_ha",0.0077011186443647,0.290141470110803,0.00164297562129756,0.00017695943278262,1091.57560343005,683,-0.00658217214433009,0.0219844094330595,"OK","more nearby plots are associated with higher DGR"
"NE",180,"neighbour_density_per_ha",0.00937329540094947,0.212632515154361,0.0022801457753845,0.000815065225862277,1091.13956087609,683,-0.00537909473693108,0.02412568553883,"OK","more nearby plots are associated with higher DGR"
"NE",190,"neighbour_density_per_ha",0.0117883615300599,0.128506000625988,0.00338948013252906,0.00192602856150481,1090.37973145774,683,-0.00342050043047049,0.0269972234905902,"OK","more nearby plots are associated with higher DGR"
"NE",200,"neighbour_density_per_ha",0.0147929723903966,0.0678649637924671,0.00488723618057824,0.00342598395764226,1089.35251288574,683,-0.00108909431863916,0.0306750390994324,"OK","more nearby plots are associated with higher DGR"
"NE",210,"neighbour_density_per_ha",0.0163987151530549,0.0514776843482534,0.00555784200245621,0.00409757451640991,1088.89208448674,683,-0.000105450423426197,0.032902880729536,"OK","more nearby plots are associated with higher DGR"
"NE",220,"neighbour_density_per_ha",0.0183479895245764,0.0377188258305927,0.00632474003251125,0.00486559868160452,1088.36516250942,683,0.00104438953739762,0.0356515895117551,"OK","more nearby plots are associated with higher DGR"
"NE",230,"neighbour_density_per_ha",0.0174062234940513,0.0594812007953405,0.00520578449521056,0.00374500003778799,1089.13384085432,683,-0.000697802844472614,0.0355102498325752,"OK","more nearby plots are associated with higher DGR"
"NE",240,"neighbour_density_per_ha",0.0147510828699152,0.126826766550493,0.00341944603632342,0.00195603846809478,1090.35919482925,683,-0.00419630363808183,0.0336984693779122,"OK","more nearby plots are associated with higher DGR"
"NE",250,"neighbour_density_per_ha",0.0133828840546099,0.180712421491322,0.00262953406779735,0.00116496657009946,1090.90034142447,683,-0.00622747975607066,0.0329932478652906,"OK","more nearby plots are associated with higher DGR"
"NE",260,"neighbour_density_per_ha",0.0114985748693448,0.259539515532024,0.00186631074547452,0.000400622508683668,1091.42279741957,683,-0.00850895530670227,0.0315061050453919,"OK","more nearby plots are associated with higher DGR"
"NE",270,"neighbour_density_per_ha",0.0101670413998617,0.328278321399559,0.0014033893746425,-0.0000629786292127843,1091.73949046716,683,-0.01023847680025,0.0305725595999733,"OK","more nearby plots are associated with higher DGR"
"NE",280,"neighbour_density_per_ha",0.00863677967096262,0.410556059496416,0.000994640449500235,-0.000472327773040959,1092.01900112438,683,-0.0119576502988633,0.0292312096407886,"OK","more nearby plots are associated with higher DGR"
"NE",290,"neighbour_density_per_ha",0.00818153309711479,0.441204654995561,0.000871254475566315,-0.00059589493049006,1092.10335244003,683,-0.0126643353160025,0.0290274015102321,"OK","more nearby plots are associated with higher DGR"
"NE",300,"neighbour_density_per_ha",0.00934475848416109,0.389269179388866,0.00108864051407764,-0.00037818967606329,1091.95473213504,683,-0.0119531224856613,0.0306426394539835,"OK","more nearby plots are associated with higher DGR"
"NE",310,"neighbour_density_per_ha",0.0108355191623977,0.327620491610724,0.0014072090000326,-0.0000591533949747536,1091.73687799171,683,-0.0108820753474345,0.0325531136722298,"OK","more nearby plots are associated with higher DGR"
"NE",320,"neighbour_density_per_ha",0.0118990764723727,0.296088850827529,0.00160301463681092,0.000136939768436206,1091.60294115144,683,-0.0104440131019668,0.0342421660467122,"OK","more nearby plots are associated with higher DGR"
"NE",330,"neighbour_density_per_ha",0.0135362386692823,0.248449107668724,0.0019554742037341,0.000489916897131626,1091.36178218399,683,-0.0094725629930138,0.0365450403315783,"OK","more nearby plots are associated with higher DGR"
"NE",340,"neighbour_density_per_ha",0.012909349543285,0.284384012916967,0.00168266622914686,0.000216708323462766,1091.54844959291,683,-0.0107491262322128,0.0365678253187829,"OK","more nearby plots are associated with higher DGR"
"NE",350,"neighbour_density_per_ha",0.0124686157561243,0.315565939306394,0.00147904555114817,0.0000127886430001389,1091.68774271883,683,-0.0119068623504955,0.0368440938627441,"OK","more nearby plots are associated with higher DGR"
"NE",360,"neighbour_density_per_ha",0.0124916171124199,0.328775899998418,0.0014005069642519,-0.0000658652722176356,1091.74146191733,683,-0.0126052079021713,0.0375884421270111,"OK","more nearby plots are associated with higher DGR"
"NE",370,"neighbour_density_per_ha",0.0124406322973996,0.344993922506472,0.00130962684900801,-0.00015687883843829,1091.80361726073,683,-0.0134076200647363,0.0382888846595356,"OK","more nearby plots are associated with higher DGR"
"NE",380,"neighbour_density_per_ha",0.010216775876625,0.451761163789603,0.000831732090599891,-0.00063547535126407,1092.13036923358,683,-0.016426556233938,0.0368601079871879,"OK","more nearby plots are associated with higher DGR"
"NE",390,"neighbour_density_per_ha",0.00905512791433018,0.515037350709317,0.000622611823532059,-0.000844902696550909,1092.27330231344,683,-0.0182407930253039,0.0363510488539643,"OK","more nearby plots are associated with higher DGR"
"NE",400,"neighbour_density_per_ha",0.007546970919492,0.592541824660785,0.000420766873969492,-0.00104704404104661,1092.41123437214,683,-0.0201293018747591,0.0352232437137431,"OK","more nearby plots are associated with higher DGR"
"NE",410,"neighbour_density_per_ha",0.00827693882055997,0.561946269604144,0.00049414011519434,-0.000973563056442694,1092.36109751308,683,-0.0197312126042304,0.0362850902453503,"OK","more nearby plots are associated with higher DGR"
"NE",420,"neighbour_density_per_ha",0.0101321031344615,0.483011540409504,0.000722818700711223,-0.000744548672709122,1092.20481494377,683,-0.0182128002723123,0.0384770065412353,"OK","more nearby plots are associated with higher DGR"
"NE",430,"neighbour_density_per_ha",0.0123444581882187,0.397139524354374,0.0010530381249948,-0.000413844344718806,1091.97907463369,683,-0.016262276301079,0.0409511926775164,"OK","more nearby plots are associated with higher DGR"
"NE",440,"neighbour_density_per_ha",0.0153212323794255,0.301044422862729,0.00157049437114123,0.000104371749072407,1091.62518779286,683,-0.0137445016641901,0.0443869664230411,"OK","more nearby plots are associated with higher DGR"
"NE",450,"neighbour_density_per_ha",0.0183506992334213,0.223881447700242,0.00217150542045964,0.000706265340313483,1091.2139277663,683,-0.011246266768239,0.0479476652350815,"OK","more nearby plots are associated with higher DGR"
"NE",460,"neighbour_density_per_ha",0.020399372533482,0.182974832158001,0.00260247711257418,0.0011378698836646,1090.91886979521,683,-0.0096478668348193,0.0504466119017833,"OK","more nearby plots are associated with higher DGR"
"NE",470,"neighbour_density_per_ha",0.0221034521920643,0.156928781978695,0.00293993635075867,0.00147582465670681,1090.68774463774,683,-0.0085231550813743,0.052730059465503,"OK","more nearby plots are associated with higher DGR"
"NE",480,"neighbour_density_per_ha",0.0236274526420449,0.137619419553145,0.00323410749220572,0.00177042776752467,1090.48620358502,683,-0.00758179827896691,0.0548367035630567,"OK","more nearby plots are associated with higher DGR"
"NE",490,"neighbour_density_per_ha",0.023045983197002,0.153446834467027,0.00298985826658989,0.00152581987931621,1090.65354657548,683,-0.00861809232717623,0.0547100587211801,"OK","more nearby plots are associated with higher DGR"
"NE",500,"neighbour_density_per_ha",0.0233332267150662,0.156376791696553,0.00294776623186388,0.00148366603543493,1090.68238103931,683,-0.00895426597939018,0.0556207194095227,"OK","more nearby plots are associated with higher DGR"
"NE",10,"proximity_pressure",NA,NA,NA,NA,NA,683,NA,NA,"Skipped: predictor has insufficient variation",NA
"NE",20,"proximity_pressure",3.20420918692621,0.0001086062905695,0.0217739265640445,0.0203374712432869,1077.66279101962,683,1.58829168102391,4.82012669282852,"OK","more nearby plots are associated with higher DGR"
"NE",30,"proximity_pressure",2.80539960104844,0.000355955465109588,0.0185621722803738,0.0171210007271878,1079.90157302561,683,1.27057478602508,4.3402244160718,"OK","more nearby plots are associated with higher DGR"
"NE",40,"proximity_pressure",2.98726326128682,0.000000201465496166068,0.0389266250357932,0.0375153572311467,1065.58049132394,683,1.87046307097855,4.10406345159508,"OK","more nearby plots are associated with higher DGR"
"NE",50,"proximity_pressure",2.73984621892599,0.0000000803353501040567,0.0414357771184452,0.0400281938249333,1063.79499613426,683,1.74833841777636,3.73135402007563,"OK","more nearby plots are associated with higher DGR"
"NE",60,"proximity_pressure",2.43199866113403,0.000000133190966846354,0.0400562203040944,0.0386466112296511,1064.77725679238,683,1.53622491067454,3.32777241159352,"OK","more nearby plots are associated with higher DGR"
